,PLS_Comp_1,PLS_Comp_2,PLS_Comp_3
conjunct,-0.0038227800792974493,-0.008529805487351515,-0.0078057823991208265
connect,-0.016258811580590282,-0.004666525740655889,-0.007205784178934851
consecut,0.0200462692260131,-0.03041284798266529,-0.0004386286220670952
consensu,0.028101818329873168,-0.04074260730131327,0.007997858373078514
consid,-0.020828195871536666,0.005260305921224023,0.019832678074979362
consider,0.015310645245162093,-0.007352838061709913,-0.019121096580256177
consist,-0.020381468889975964,-0.007090883595828344,-0.005719428018116311
consolid,0.00534009465383271,0.0007826087659377628,0.031886000678105354
consortium,-0.014701661793457643,0.004887256711607974,0.0040917356092606445
construct,-0.021726863574086715,-0.016889730164975726,-0.010908210282172547
consult,-0.00579826303240223,-0.005498733092012282,-0.008253581389949194
consum,-0.022384847665648355,0.0007387021316081801,-0.009769989268819808
consumpt,0.003149127446515882,-0.012115340222758293,-0.002283297928465005
contact,-0.01607797233263455,-0.004622285008070977,-0.006299467650797071
contain,-0.003572169804803856,-0.002983409385554047,-0.022147640827176185
content,-0.02823788937226796,-0.006277193726317748,-0.015596730656958782
contin,-0.0036762312244478807,-0.006660860358844566,0.003537046079585068
continu,0.01890876554428426,-0.01082288976005786,-0.011716958600935374
contract,0.0014185159377213656,-0.02020228312124729,0.002963486645665002
contractor,-0.009746498853487677,-0.00023723035437792214,0.004908441541364938
contribut,0.017112689960889427,-0.03544953105971027,-0.001205397616221439
control,-0.0244593880561239,-0.005656196946089393,0.006718654665122646
conveni,-0.003343217791982162,-0.00845911681698879,-0.0048535987452621695
converg,-0.004428816512727066,-0.013427204721276776,-0.00786255216350662
convers,-0.014183498869148697,0.005361745403877736,0.007170111168003525
convert,-0.010556294256028836,-0.01204833159384163,0.0014859443137645084
convinc,-0.00038581198030450533,-0.010737702867042917,-0.00020968496245444223
cool,0.004726716089479998,-0.016489451016637055,-0.0046124028762186
cooper,0.032719666309324213,-0.07188424970845954,-0.03612474320651547
coordin,-0.006594361904741538,-0.0037006166484326573,0.00039971902547781873
copenhagen,0.0030538201464549823,-0.01732884404389248,-0.003963725517931005
copi,-0.020837639974973256,0.004231302272636665,-0.006207196075883897
copper,0.005577289190383359,0.008032275806148391,-0.009033903816090216
coq,-0.0036901035345900334,0.010678214121908244,0.0064947670793776896
core,0.0032939084864965877,-0.027007930133558972,-0.0017504342881274073
corp,-0.004206782938359293,0.008020140361634294,-0.0038639767016865017
corpor,-0.01571131116636302,-0.026617394613178472,-0.007664914139843068
correspond,0.11972302833843537,0.04200543793513796,0.09682115483501107
cosmet,-0.014759118655270036,0.0030326436306661237,-0.0009020659349299249
cost,0.05138817960230598,-0.024998772911180953,-0.03252304238268082
costcut,0.008015470027401782,-0.016141399315769373,0.01097702868119541
costeffici,0.009625945182626158,-0.020988204504197396,-0.0089607942672775
could,-0.016753113490354927,0.010239704391661459,0.01191571865887319
council,-0.011053254185768465,-0.0029397188660588293,-0.0015308367164130795
counter,0.006022235322434255,0.01646609023998863,-0.01735235477826608
countri,-0.0144166538391825,-0.006842814302729132,-0.011979785608459673
coupl,0.001980742231857073,-0.016459509403583643,-0.0006883664064449807
cours,-0.012146751534683004,-0.006578191775185996,0.00178117875606569
court,0.012708273573873914,0.0002416154605648934,-0.026950549151678906
cover,-0.03313340371483311,0.006545980645965275,-0.003107094651028668
coverag,0.006316310723926383,0.0008692018499063071,-0.023165937993584625
cramo,0.0022765138569491327,-0.019799069004542914,-0.012071318969506384
crane,-0.0066568086035339894,-0.007842879276804778,-0.0020060172658363934
creat,-0.0014816297054607323,-0.036327140285635,-0.0306418915455666
credit,-0.02148802177201443,-0.006606242149282925,0.022993879006662995
crisi,0.011532559925861765,0.02702118412148145,-0.030720206301072316
crore,-0.014605992023736233,0.002406778779093273,-0.0049415181039508095
cross,-0.008359392677368509,-0.006394157736764437,-0.0013505293551271374
crosscountri,-0.018581403403629633,0.002341632821206837,-0.005821983825059046
crown,0.010127797512489852,-0.019632664729562713,0.0014138920037838254
cruis,0.0043211766366917734,0.004831469634277038,0.0029297027706701737
cs,-0.002646903450692284,0.015183885152004598,-0.009731492275227339
cthv,0.008784130380663861,-0.009846313341781314,0.056709671906545814
cultur,0.0034542472027144487,-0.0172596073402405,-0.012067493689568646
currenc,0.023284093349997457,0.010728702679337046,-0.004532561776110509
current,-0.0022746435345259632,-0.00905439573430071,-0.013296939891206982
custom,-0.017726633743873132,-0.037652032663450664,-0.04074152330769385
customis,0.002615920580396738,-0.014076431621344396,0.0010061666316414073
cut,0.047065344917549296,0.05779769935034929,-0.092348607835294
cutleri,0.02354269608908223,0.025887929414084625,0.02302565306304111
cv,-0.006392029280529575,-0.005965394988955756,-0.0005783091221878761
cxe,-0.0020579921068588007,-0.011883907836775806,-0.015337444108213982
cybercom,-0.005689560901811001,-0.006168718983245751,-0.003506246722862473
cycl,-0.014822545421259336,0.007306371257812815,0.012338110845046414
czech,-0.014867578632058273,-0.007839644001982511,-0.006052419695905976
daili,-0.0025386727038574125,0.032145209516196184,-0.013692198887513456
damag,0.006287861313820573,0.025470920744639382,-0.02925381116554928
danish,0.0007890968165874723,-0.0009454003560924528,-0.004009627558645541
dansk,-0.0009856699612776866,-0.002660929120647562,-0.0021468007206785255
data,-0.024747479753994606,-0.0014015755701088982,-0.0165150074910585
date,-0.03253044554488676,0.008689286372060541,0.016026515675010972
day,-0.009669467926171278,0.008486226444030697,0.015855723672475217
dc,0.012873509723452005,-0.027247873840554826,-0.011433011527910743
de,-0.011393049503250824,-0.0015106279739066873,0.004572101592569175
deal,-0.03847156470643861,0.0022144412420574003,0.020924405797186057
dealer,0.028556527302327127,-0.012243718936601361,-0.01825271799794161
debt,-0.011329454531056046,0.009816836278186315,-0.002043165349733196
dec,-0.007504146505269206,0.009999556837638625,0.007836255003154049
decad,0.006336868645440742,-0.017939556618230545,-0.007614729319764996
decemb,0.015495347132473374,-0.023130310454403523,-0.013940061167569927
decid,-0.014560252576661596,0.02419369197349914,-0.02075877678883545
decis,-0.02118432844759793,0.006513866073762239,-0.007047316485688451
decisionmak,0.001984277732902585,-0.012311674129028007,0.004691682540406451
declin,0.04439131818528561,0.08280188807011542,-0.07791038877762375
decor,-0.022415374552111924,0.009683000495374225,0.01869695171305915
decreas,0.1109658767018761,0.18827254477808647,-0.150721767402476
dedic,-0.01747818310552257,0.0032876537998446694,-0.004161779865186954
defens,-0.007469003684875965,-0.00602547967100989,-0.001067257114620457
defin,-0.014690754611822445,0.003460330628722552,-0.0013312393629973452
delay,0.010414207967013697,0.024463971151362684,-0.036770282462768346
delhi,-0.0036603667542306003,-0.008476518930680063,-0.0071904457863459096
delight,0.01746193259076797,-0.03637319527290906,-0.018817875872923252
deliv,-0.013200802642896194,-0.03346164122926882,-0.0013247987383770375
deliveri,-0.029210686951236492,-0.0012254486757443928,0.02125270005366036
demand,0.04828584024732347,-0.014534278940364073,-0.054910798332698775
demonstr,-0.009982268080140255,-0.01072340298989519,-0.009783177420953897
denmark,-0.00426976300309296,-0.01556823190120399,-0.0008495689845304613
depart,0.015961986111689593,-0.014129413602273756,-0.008302538770840272
depend,-0.014769436914763236,0.005278513817886907,0.022300390644609126
deploy,-0.007909341344556056,-0.010139031181378171,-0.002222653418715681
deposit,-0.0001701930341110057,-0.014593629214830168,-0.004576053832051251
depot,-0.008466090985319783,-0.003563605222914584,-0.0002651249640043999
deputi,-0.0024638119566579744,0.0047135512824026775,-0.007318889678930262
deriv,-0.008120633843849616,-0.0066893548710473755,-0.008072638618632366
describ,-0.00333646562450549,0.016537830145663412,-0.016919889594806097
design,-0.03469542202894664,-0.008556375934221906,-0.006825681294498356
desktop,-0.014797285406834594,0.002022626163279764,-0.008887070754326657
detail,-0.04429486621632943,0.011855762086124788,0.016258201393408105
detect,0.019772038744798166,0.020671319445145143,-0.05179316174308866
determin,-0.015157684466646103,0.01344677212481661,-0.0005677226532523872
deutsch,0.0008911462368395764,-0.014767395914798653,-0.0004625613378384417
develop,-0.040349757876892406,-0.02441395550545384,-0.02139966601851891
devic,-0.030581363958530988,-0.004691542753703443,-0.017723586866167654
diagnost,0.011785427152976995,0.0009494434027082646,-0.014879611678249603
diesel,0.015054636981064774,-0.02821556621733268,-0.007874615481483915
differ,-0.027746239482696316,0.006355913464728922,0.0019219195902724392
difficult,0.0011068690142437493,0.022100715008691825,-0.0115458693795253
digia,0.005785325699123214,-0.02727447832529886,-0.0032426816387067033
digit,-0.010743903525262435,-0.021814237912385168,-0.02075363813026285
dilut,0.040948334483620084,-0.011856742281188945,0.017351427376615543
direct,-0.022091652166418112,0.001526560495045424,-0.016061317552083836
directli,-0.009049992909261478,-0.004287628314501821,-0.0017812804700091788
director,-0.014629129052470838,-0.0283210458700653,-0.019862675496311176
disappoint,0.024177812660908845,0.03674476694101944,-0.04743114806753396
disclos,-0.05152160638743644,0.018260332532362405,0.03038461285407313
disclosur,0.01078220302542473,-0.023819713301087227,-0.013134976929251915
discontinu,-0.01883042937955918,0.009335604839348496,0.021971806232294996
discount,-0.009554058226305203,-0.0006649234907491247,0.006083486543312272
discuss,-0.020514521627227236,0.008333155625083377,0.013669150988431251
dismiss,0.010240165297676514,0.019700431545810717,-0.030063108522952957
display,-0.01703396423905065,0.003540840230508659,-0.006051270652461505
dispos,0.011447245807165595,-0.03304812210506573,-0.017763054301738235
disput,0.023595573426647132,0.013510774696314197,-0.04195155871432121
distanc,-0.014528106938309063,0.0034535020748996423,0.0008011343919630818
distinct,-0.00331747278890636,-0.008523377578174538,-0.004269328632142631
distribut,-0.022213302526896243,-0.013157933303702013,-0.015874426638270992
distributor,-0.0024541008088141956,-0.015515127073227603,-0.005597711023775821
district,-0.017840583466554167,-0.00022217195815336544,0.01278201323586676
diversifi,-0.008612766974995488,-0.005134655592257237,-0.0003686586362123234
divest,-0.024342197429942605,0.0015520078699800485,0.021409550083280212
divid,-0.02174137926368457,0.007258750302125061,0.007015871104073666
dividend,-0.03381457341717509,0.002184651654271472,0.034316273271868
divis,-0.00481323994776428,-0.0007128948078292444,0.017078176700779484
document,-0.020882082571800114,-0.0003085618466194365,-0.007468416505258307
dokta,-0.0010418009228912567,-0.010450124639194825,-0.0027692884137180815
dollar,0.02065212134337476,0.020218308815477072,-0.03431484025595546
domest,0.00782302390177852,-0.003880123400608808,-0.006820232978185169
donat,-0.014083084469727426,0.005611292569604824,0.011883625553517078
done,0.002359280178573674,-0.016270218747351732,0.004177308118570694
dongguan,-0.014428059537794358,0.005279128512863566,0.004562048685131604
door,-0.005614816052288126,-0.0076867772684383094,-0.0013082913969746771
dose,-0.013922579252604704,-0.002268730545970111,-0.007780268609053059
doubl,0.04168616887340888,-0.06917841436011636,-0.017133254230978716
download,-0.014649510336805546,0.002518308996651984,-0.005848496272251098
downtown,-0.004868710950636759,-0.008493903042112413,-1.3483846740480145e-05
dri,-0.019141216100212657,0.005564152003552313,0.00064165386138442
drink,-0.016580235409222703,0.003975067387017878,0.013374359331446926
drive,-0.01750585425813506,0.002868996335022808,-0.002163612818088705
driven,0.01989101468432016,-0.027969967190407286,0.00686910765892845
driver,-0.0021256977064387944,0.01603305376285815,-0.007407835886353623
drop,0.06128844340285678,0.0975151596117925,-0.10229253351838338
drug,-0.012093960403162709,0.0005543145996669142,0.00996516395667
due,0.031025687890988807,0.048468685059299306,-0.0364984190700137
durat,-0.013541247422542896,0.015631691366019027,0.01640456211619639
dutch,-0.013853092347657307,0.0003876424897974998,0.010798254005042173
duti,-0.004515121601937683,-0.004655786929853987,0.008659112831821109
dwt,-0.0027589723017442227,-0.007840638362932131,-0.001161810150829581
dynam,0.011444077166287661,-0.030207179133064026,-0.027523959493789964
earli,-0.008203378841466965,0.01122910065397125,-2.758613499106542e-05
earlier,0.07610045560470051,0.039143676676085516,0.012716975990393812
earliest,-0.01484119004803028,0.0053010470388281964,0.007399280411679194
earn,0.06563882198243028,0.006331343573022758,0.00621671991663622
easier,-0.0007459917510471794,-0.012062071265389161,-0.012437979613531847
east,0.0021052370197461702,-0.011618524211228158,-0.022913040371841355
eastern,0.00041120836261559227,-0.02742081037888808,-0.01450452106231756
eb,0.01065551749752041,0.002805739793134002,-0.026433763143810074
ebit,0.041621218317122476,-0.0032167255054371116,0.003342971462761346
ebitda,0.007526321505130166,-0.01042444616101258,0.027295147257634295
ebrd,-0.017029782622501943,0.0043883919505947845,-0.0011546929967204218
econom,-0.018478830140147635,0.012372093531428737,0.0002679772339347313
economi,0.01287106499438403,0.006334003831894586,-0.03224559065588477
edg,-0.016673553734713513,0.0057079919631265515,0.0026226914633468196
eek,0.004421786219962266,0.017089761095199177,-0.005507937931355261
eero,-0.018831742523429038,0.007716466136886029,0.013057826187224593
eesti,-0.0011618987583910869,-0.013500334766701575,-0.004580781672451424
eet,-0.023740942762170678,0.008561346167579798,0.015816167839675602
effect,-0.004548092565444164,0.006134525731150742,0.0058684580546716865
effici,0.04337041979305635,-0.07044031612060886,-0.0293760426713321
effort,0.006206964447039436,-0.018047227619377968,-0.0001403374207272548
efor,0.004283246857463213,-0.00200440532249575,-0.0022828103390702217
efov,0.007710384512424964,-0.016604613617557166,0.005226324919956474
eg,-0.006780763542302536,-0.007626269451349429,-0.00948589091751246
eight,-0.004513497490349169,0.003308253730157806,-0.003066724735024856
elcoteq,0.007312107774603551,-0.0010896916425438704,-0.018629216410379554
elect,-0.015411335081153658,-0.003940258623100013,-0.008611996202394202
electr,-0.026071999057419373,0.0035024890038710768,0.014137516308438033
electron,0.00029906791109522756,0.016982224657392013,-0.03696238289411225
elektrobit,0.010227874587249684,-0.0005097210241620084,0.0028116585888759973
elev,0.020439317054399376,-0.033554785745621776,-0.01621705244432019
elisa,-0.003712229757864281,-0.01573778901906409,-0.008421891356610233
elsewher,-0.004939770315880716,-0.0050118490439446575,0.003470374297811775
em,0.011027699426719793,0.003165637271044088,-0.0165992465712718
email,-0.02318578407366106,-0.0009964430536415876,-0.008257386760015336
emerg,-0.006812635367703066,-0.0065882415270281415,0.0065625091310400575
emiss,-0.01763966368400656,0.001731489177054714,0.008907724624768314
employ,-0.018043451467824018,0.03720548681451344,0.016576343387857826
employe,-0.01202632909771395,0.05550134659551073,-0.024294731725496503
employeremploye,-0.0034620073831232922,0.023242113541129754,-0.0020717971733817285
en,-0.003917779798414637,0.014759808131278015,-0.005227978891754397
enabl,-0.012940776321863372,-0.034926733891497516,-0.027403544456299417
end,-0.0017052615698444004,0.01593100032231096,0.007694330720352362
endtoend,-0.010587943229957179,-0.003429291671116022,-0.007814997430917174
energi,-0.01897138533731227,0.0009124194286045319,-0.028328260308113626
engag,-0.022375181140731264,0.00826904109211601,0.007553044900907438
engin,-0.016909823940376264,-0.028475808985263917,-0.012379072202329791
english,-0.007351304675072012,-0.005603894296272409,-0.004312887490528973
enhanc,0.008844199051882044,-0.02977327720393363,-0.014600321821956908
enough,-0.010776295385112851,0.014501328443353296,-0.0063167463245365745
enso,0.01513750434656015,0.027468139592793334,-0.00042215798736622274
ensur,0.014469129325991372,-0.03892204209415455,-0.01375652015732143
enter,-0.014849163822539738,-0.012879415321508872,0.011564450618830758
enterpris,0.003914031550870624,-0.011446411789692792,-0.005034277632975475
entir,-0.011443329232290673,0.019702462810566198,-0.027455770357674953
entiti,-0.019038201520872645,0.008564106125021505,0.010816623554087246
entitl,-0.020249536729446602,0.0064089371136132195,0.008904196657876656
environ,-0.02726479439821577,0.0027852273438318466,-0.00017397205690699484
environment,-0.0029180934486330097,0.0003751176918631806,0.0066977800002072235
envisag,-0.006864473097001868,-0.005880942471272331,0.002678454826079004
ep,0.07007478283821256,0.0035879121683434294,0.008101454671000461
eqt,-0.014702805131689178,0.0036133614644150397,0.0031850258547239147
equal,-0.014719594249790415,0.0038301313832752354,0.0015810943191052174
equip,-0.0068130720468223835,-0.030753803748083466,0.0002641908520924753
equiti,-0.019538200129505186,-0.002739544240841012,0.018898592137994864
ericsson,-0.004515306281127878,-0.008646014346151101,-0.007087996197911376
erkki,-0.002837551573558324,-0.01079116341706284,-0.006759946315705649
ervio,-0.0013739713708377755,-0.010941770951186713,-0.011855775082497045
escal,0.018173968552791804,-0.032682444598981876,-0.012826550106686452
esl,0.006223974566554438,-0.020193597086389164,-0.00833502290334125
especi,0.00347325339359248,0.002549108506588268,-0.00752919451491364
espoo,-0.037187898231448746,0.010955589069163257,0.006268548664220523
essenti,-0.015873550491794286,0.006733254934564728,0.011427756073900078
establish,-0.023904360836882986,-0.01594594452162182,-0.010533219899360726
estat,-0.023813180985279472,0.008179501373436902,-0.00024379878413623564
estim,0.02843171130624086,0.0016925427331363186,0.009072228306868328
estonia,-0.006061663029514797,0.008362416694376507,-0.007007535014449277
estonian,0.005564028531653235,0.0036052697797472524,-0.016581638030956216
ethanol,-0.01444426954615909,0.0073090960708263085,0.018438849752570482
etteplan,-0.012364501673140587,-0.0026518744925961187,0.012231419070003552
eu,0.0055042888977798665,-0.000585392903149062,-0.004668464532236125
eur,0.20946467538610722,0.0798035964079859,0.17599639391101987
eurbn,-0.014412783715203348,0.006712512164753818,0.01169137789797554
eurm,0.028106579009854887,-0.0065522551046336515,0.04117905607791489
euro,0.03662279240252371,0.011787111529113516,0.062097523132040075
euronext,0.0035903064562694716,0.019626548217917497,-0.018261282758594097
europ,-0.01624271896969596,-0.02029368596989907,0.008036692767815662
european,-0.015641934793554177,0.0030778146765038294,0.008899747218652507
evalu,-0.017048454216750577,0.004145035018198951,-0.0017180906925306663
even,0.001446491240333215,-0.0034858346505598193,-0.00018709896588260734
event,-0.02183957799501542,0.001311393448303848,0.0013329621858197693
ever,0.009229766083425402,-0.02380002427153745,-0.01667392544269124
everi,-0.007191645629313842,0.024024347199168756,-0.015360639047320745
examin,-0.014655072055219426,0.0034323849565803446,0.00021433924781255923
exampl,0.005453862832619412,-0.022512867733789427,-0.00030351901293678937
exceed,0.002720746105280087,-0.011463238181500794,0.016133693496620242
excel,-0.005391476956093323,-0.00576633312532603,0.005594688241218756
excess,0.0017526880031655879,0.012130873851794175,-0.006559454590330591
exchang,-0.028247861666604826,0.00795142924969024,0.0013857215284514435
excit,0.008270646006375284,-0.023327482702260538,-0.010899360192349597
exclud,0.05527318431948087,0.05530384708877009,0.019076139823831176
exclus,0.009519220359508865,-0.02466262325175386,-0.015364048331090471
execut,0.014621768210456793,0.0033965102911406695,-0.03057978242228952
exel,-0.011155261784452702,0.004651587233111747,0.00032324093609096714
exercis,-0.016121996783307294,-0.0035779258393487676,-0.007978600785620502
exhibit,-0.014830386956158025,0.005253638699328508,0.00310988703944285
exist,-0.015330099991694542,-0.00757856409521044,0.006909852617411074
expand,0.034093405947630134,-0.08549083299718237,-0.0440526143635229
expans,0.011827554994460044,-0.03999335273968121,-0.013305754991289128
expect,0.012782814776047046,-0.02173285930900238,0.05010336985746672
expenditur,0.007154656746680992,0.017191236561745177,-0.024354438570780713
expens,-0.0035828449749378947,0.023872479718045375,0.013479308249667796
experi,-0.0026204678222902225,-0.03202386215971295,-0.0234833645291473
expert,-0.023676857824964814,0.011288539157939169,0.024774083810446084
expertis,0.007291256285948304,-0.03285362334373548,-0.02393102161820429
expir,-0.012613843318563269,0.01496463152767855,0.013863027304362617
explain,0.005890437339135569,0.005709036075413956,-0.021915679549130495
exploit,0.019877722571382105,-0.03511253661935232,-0.024516384097781365
explor,-0.007922839278740264,0.013824900348624821,-0.01572074009068861
export,0.003620441775856496,-0.0023779383542733294,-0.003922030673096415
express,0.003500083671884253,-0.018202098481904974,-0.010095218962340878
extend,0.009185756259866805,-0.014238136134340761,-0.029111348574042926
extens,-0.0014383580485558061,-0.023808617812739314,-0.009257693750303839
extra,0.010579770991299312,0.006732446607827781,-0.03349166901865007
extract,-0.014851702617902024,0.00030800733620883086,0.0034306622670105236
extraordinari,-0.01678084553037891,0.003461784215218676,-0.001696669067062727
extrem,0.0303089108526336,-0.014938730100215838,-0.04787039126740603
eye,-0.007946220098002946,-0.006504469042793533,-0.006900019716461788
fabric,-0.00820118877464352,-0.005059385790280754,0.0012201592897751149
face,-0.010325791479438764,0.01696295460693576,0.0024876185495343395
facil,-0.02872285952668934,0.0011499129434600012,-0.003901976394999106
fact,-0.0054305023041632304,-0.007231051431793348,0.001006422188760387
factor,0.004845945333811158,0.021202988192518795,-0.010758515198843698
factori,0.0060495691641867825,0.02034335525726225,-0.031802385662073364
fail,0.02517457568805507,0.037663883588679246,-0.052654290414595184
fair,0.010650138339485396,-0.008689420078460831,-0.005571860067238028
fall,0.03425270896540062,0.06722592262419004,-0.06304205258117271
fallen,-0.00254188784227558,0.014835150389492157,-0.012965286677363325
faller,0.025038837439765985,0.03891630203370215,-0.045354207082042
famili,-0.004076336417693486,0.0126286745437946,-0.008890353329828994
far,-0.011585820533020028,0.012766651861051024,0.00393001648218444
farm,-0.016310255767960545,5.428689053678371e-05,0.0026472459840593174
fast,-0.01637330996949625,0.006920271937949583,0.008599364658154418
faster,0.015559792110679234,-0.0310436171207569,-0.013808409954276844
fastest,-0.004105226933933622,-0.0063288968798127804,-0.002809116267429675
fat,-0.0028266687158083562,-0.011185567165863502,-0.003554194614061761
favor,0.013264018881357443,-0.03029118146389801,-0.012056205713821036
favorit,-0.0025620176667399256,-0.01283949503591321,-0.01901535670824009
favour,0.03281841109844157,-0.04990632304837391,-0.0026041708669090552
feasibl,-0.016774045167599245,0.0033548916436708506,-0.0013862432709447082
featur,-0.0054340420846945466,-0.017545004700979975,-0.013865057433308861
feb,0.03001204457610329,0.023951734897508396,0.01967242306784006
februari,-0.0015379333305685409,-0.0029997728383121505,0.010370950094818117
feder,0.010326148391428598,-0.008071499823603345,-0.027386642057661698
fee,-0.00850606649746574,-0.005555417891530766,0.00340208086503844
feed,-0.017841590752801284,0.006227963706486472,0.00679267975651685
feel,0.015248729943988421,-0.02929047750607178,-0.009567413382672588
fell,0.08627274342597836,0.14517841945725302,-0.12170126295606527
ferri,0.012799817463394406,0.009604497356988843,-0.02043519782999816
fertil,0.01997969990535119,-0.030447561981806474,-0.002837560930495947
fiber,0.0018188435858648344,-0.004965353081410822,0.005417069125351755
fibrebas,-0.014819769720567586,0.005806444401920651,0.009702927629227205
field,-0.021252828768139102,-0.0020587715040712375,-0.002041436665863541
fifth,0.0057740242737510435,-0.0014654909664587967,-0.007257739694096443
figur,0.012031743413426598,-0.000770474446016656,0.008635032610708636
file,-0.009320769939354184,0.00381386840644883,-0.019279659401393187
filter,-0.014901043405527201,-0.0022951577474981124,-0.00633024087218683
final,-0.025665564864725446,0.006737933832672769,0.02928950903388399
financ,-0.008857339345983047,-0.019572223269064444,-0.013153154034326599
financi,-0.016144824949191675,0.011602005593056802,0.010849323231933031
financialwir,-0.014410191183247933,0.0038095484931414923,0.00032873916229203315
find,-0.0028527829274195664,0.00447297401904777,-0.012276599964759721
fine,-0.0009397574828500277,0.01580347258617094,-0.007759944887720364
finieri,-0.014677334552958625,0.0036663695311195585,-0.0014936169447557087
finish,-0.024032778813126147,0.007030911388529062,0.004595742771990037
finland,-0.020825391651971694,0.016580294030519853,-0.03914274274629445
finlandbas,0.006318838237509372,0.033896962995012284,-0.000548191743987452
finnair,0.04273304887394505,-0.008717893802096711,-0.024058210273094436
finnish,0.08201599247275723,0.006420722029549195,-0.00323132308280163
finnishswedish,0.006454313838990164,0.001668725280134211,-0.008753586087010632
finnlin,0.010095863043155682,0.024271088035888403,-0.011548164358804755
fire,0.00035139641992368905,0.016623859269823557,-0.01857591555593225
fireplac,0.007545591139929546,0.020349600314872717,-0.02771946384027995
firm,-0.016801749717930105,-0.0017290979732186254,0.0046389346953133095
first,0.07237725435783826,0.04848170495201159,0.03926327593300891
firstquart,0.023499968078160845,0.017351499143082573,-0.021553191288420575
fisa,0.02354269608908223,0.025887929414084625,0.02302565306304111
fiscal,0.026123430513802167,-0.0029978229113432468,0.007759232845856179
fish,-0.01689149878235713,-0.0072036144488649935,0.007663326788435559
fiskar,0.00891677733875702,-0.02874775561159576,0.004675568005195927
fit,-0.008903409117172464,-0.008929669820928826,-0.006191834929780209
five,-0.013781673344765103,-0.00042520347306339675,0.0026873198867225566
fiveyear,0.006593503240649612,-0.020888309519176407,-0.005265200226032918
fix,-0.007685180879915293,0.004144816884905088,-0.01371631009841575
fixedterm,0.003201906403280922,0.007001233643654443,-0.004066000176392568
flagship,-0.014621556131596642,0.007428747583765043,0.015484132107102647
flat,-0.002701541265894603,0.01761426212549873,-0.014812206684461596
fleet,0.0001647619804844143,-0.016480025608407348,0.0027829581796596247
flexi,-0.007478420067401288,-0.005936805007990752,-0.009249885122402837
flexibl,0.012712555769376055,0.008683674674906855,-0.0023311716339880274
flight,0.02933276345870806,-0.014378437098184052,-0.006413807620493086
floor,-0.021205349942631218,-0.0006286740067234321,-0.00432344742373061
flow,0.04237563814184843,-0.022933952252243192,0.005133971199909104
focu,-0.0062769089190874375,-0.027862297374856685,-0.008570405069864775
focus,-0.016840027935218493,-0.004481124237247459,0.0024592436103390903
fold,-0.002093613305208375,0.018177944175739626,-0.01303005097143761
follow,-0.04426136043502606,0.0025855302881615094,0.009560972297868266
food,0.0011489468999744297,-0.0001529585678479676,-0.018016199181304905
forc,-0.0035406684461752568,0.026437889771074374,-0.021741219174502915
forecast,0.011830317790152183,-0.01587944800687319,0.009350302675946038
foreign,-0.0051319570642138065,-0.01425620950642104,-0.008734398791217401
forest,0.008172642914942171,-0.00331758471490046,-0.0011254546655856581
forestri,0.01594538313931542,-0.01888165900502521,-0.018612469165914032
form,-0.01832073519855596,-0.010927126336660284,-0.0023709882828559362
format,-0.009645257476667791,0.004486007446642242,-0.020620730377008407
former,-0.01793138524355805,0.0011071276686950436,0.004684672998269705
forssa,0.003737178893243603,0.0013131734387732492,-0.03217303166932191
fortum,-0.02240938774236634,0.007237328760403556,0.003685350968634759
forward,0.011277150914596554,-0.04117266619758958,-0.018935029253152387
found,-0.014006741392625404,-0.004331856538162275,0.0008884757712248412
foundat,-0.014170245834875762,0.0026796439681269933,0.011698074816117078
foundri,0.005530084697324999,-0.002902390648116435,-0.0037181599769186523
four,0.0016866925549736216,-0.02124335481368583,0.0011225466771003973
fourth,0.03087965434324826,0.011571854767994032,0.04133661483697031
fourthquart,0.0043535590619183055,-0.009902034446961132,0.019992178971391446
frame,-0.004411717850338871,-0.01172722804250255,0.0025054472866541263
framework,0.00775452937520982,-0.02325069168736909,-0.014690039580353767
franc,-0.02342758358045496,0.007034798381540151,-0.008639149908168154
frankfurt,0.010465308506629528,0.028258096861126878,-0.021254847290854858
free,-0.01846197158372027,0.0004905460987935058,0.003090310722896294
french,0.007060379441865801,-0.020499370174485103,-0.007432647677118465
frequenc,-0.0036494864264528817,0.0089389736673585,-0.008000168179808876
fresh,-0.0026100060541680323,-0.014236149418102187,-0.008676228809483695
friday,0.0003717669389923223,-0.0115290182493341,0.008080835214000338
friend,-0.016796266743533447,0.004449483288002167,-0.0017768088829146357
friendli,0.006737382924944676,-0.01815576424501575,-0.006427907792026489
front,-0.022494101565642313,0.006302857015568153,0.0045695807422419955
frozen,-4.375390586779495e-05,-0.01273158512549412,0.006468227386915187
fsecur,-0.003776131251025109,-0.006932893601487509,-0.012348115733093542
ft,-0.013227889188985851,-0.004125318149049501,-0.0085000191877541
ftse,0.013795288161362999,0.019323665412069056,-0.0063538006043986585
fuel,0.006939165497991479,-0.020539128794243744,-0.013018650576649608
fujitsu,0.010858361119629002,-0.02431895309521284,-0.01251381876416302
fulfil,-0.006104197134613305,-0.009929975300954201,-0.00111908050833748
full,-0.01621624820454034,0.001965719865761884,0.006269912871000723
fulli,-0.004438281498994761,-0.02173323404918594,-0.012360953496387835
fullyear,0.016734059231413932,0.010694388527363381,-0.0024334723431338767
fullyown,-0.014863021887330031,0.003518150335409244,-0.0005729894291002694
